@relation train_new-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement_predicted

@attribute protocol_type {tcp,udp,icmp}
@attribute service {ftp_data,other,private,http,remote_job,name,netbios_ns,eco_i,mtp,telnet,finger,domain_u,supdup,uucp_path,Z39_50,smtp,csnet_ns,uucp,netbios_dgm,urp_i,auth,domain,ftp,bgp,ldap,ecr_i,gopher,vmnet,systat,http_443,efs,whois,imap4,iso_tsap,echo,klogin,link,sunrpc,login,kshell,sql_net,time,hostnames,exec,ntp_u,discard,nntp,courier,ctf,ssh,daytime,shell,netstat,pop_3,nnsp,IRC,pop_2,printer,tim_i,pm_dump,red_i,netbios_ssn,rje,X11,urh_i,http_8001,aol,http_2784,tftp_u,harvest}
@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land numeric
@attribute wrong_fragment numeric
@attribute root_shell numeric
@attribute count numeric
@attribute diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute 'prediction margin' numeric
@attribute 'predicted label' {normal,neptune,warezclient,ipsweep,portsweep,teardrop,nmap,satan,smurf,pod,back,guess_passwd,ftp_write,multihop,rootkit,buffer_overflow,imap,warezmaster,phf,land,loadmodule,spy,perl}
@attribute label {normal,neptune,warezclient,ipsweep,portsweep,teardrop,nmap,satan,smurf,pod,back,guess_passwd,ftp_write,multihop,rootkit,buffer_overflow,imap,warezmaster,phf,land,loadmodule,spy,perl}

@data
tcp,name,S0,0,0,0,0,0,243,0.07,0,-1,neptune,?
tcp,http,SF,219,406,0,0,0,12,0,0,1,normal,?
tcp,ftp_data,SF,12,0,0,0,0,1,0,0.34,1,normal,?
tcp,http,SF,245,299,0,0,0,15,0,0,1,normal,?
tcp,http,SF,290,732,0,0,0,5,0,0.01,1,normal,?
tcp,ftp_data,SF,2878,0,0,0,0,2,1,0.93,1,normal,?
tcp,http,SF,234,24583,0,0,0,21,0,0,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,S0,0,0,0,0,0,246,0.07,0,-1,neptune,?
tcp,http,SF,221,397,0,0,0,2,0,0.02,1,normal,?
tcp,uucp_path,S0,0,0,0,0,0,106,0.08,0,-1,neptune,?
tcp,http,SF,221,3159,0,0,0,5,0,0,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.26,-1,smurf,?
tcp,http,SF,275,833,0,0,0,4,0,0.01,1,normal,?
icmp,eco_i,SF,30,0,0,0,0,8,0.38,0.07,1,normal,?
tcp,sql_net,S0,0,0,0,0,0,5,0.6,0,-1,neptune,?
tcp,bgp,S0,0,0,0,0,0,212,0.07,0,-1,neptune,?
icmp,ecr_i,SF,1480,0,0,1,0,7,0,0.08,-1,pod,?
tcp,ftp_data,SF,2194619,0,0,0,0,2,0,0.1,1,normal,?
tcp,auth,S0,0,0,0,0,0,240,0.06,0,-1,neptune,?
tcp,http,SF,267,1619,0,0,0,1,0,0,1,normal,?
tcp,http,SF,0,11472,0,0,0,23,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,292,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,98,0.06,0,-1,neptune,?
tcp,http,REJ,0,0,0,0,0,1,0,1,1,normal,?
udp,domain_u,SF,44,110,0,0,0,72,0,0,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,53,0,0.21,-1,smurf,?
udp,other,SF,147,105,0,0,0,2,0,0.94,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.2,1,normal,?
udp,other,SF,146,105,0,0,0,1,0,0.96,1,normal,?
tcp,http,SF,230,10131,0,0,0,5,0,0.06,1,normal,?
tcp,http,SF,206,6285,0,0,0,1,0,0.03,1,normal,?
tcp,http,SF,288,588,0,0,0,11,0,0,1,normal,?
udp,domain_u,SF,46,46,0,0,0,5,0.4,0.01,1,normal,?
tcp,ftp,SF,1229,2451,0,0,0,1,0,0,-1,warezclient,?
icmp,ecr_i,SF,1480,0,0,1,0,16,0,0.07,-1,pod,?
tcp,private,S0,0,0,0,0,0,169,0.07,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,134,0.04,0,-1,neptune,?
tcp,http,SF,289,1098,0,0,0,2,0,0.03,1,normal,?
tcp,http,SF,248,17905,0,0,0,10,0,0.01,1,normal,?
tcp,efs,S0,0,0,0,0,0,142,0.05,0,-1,neptune,?
tcp,csnet_ns,S0,0,0,0,0,0,200,0.06,0,-1,neptune,?
tcp,smtp,SF,1795,391,0,0,0,273,0.06,0,1,normal,?
icmp,ecr_i,SF,520,0,0,0,0,140,0,1,-1,smurf,?
tcp,ftp_data,SF,190,0,0,0,0,2,0,0.01,1,normal,?
tcp,private,RSTR,1,0,0,0,0,2,0,1,-1,portsweep,?
tcp,http,SF,218,1084,0,0,0,2,0,0,1,normal,?
icmp,eco_i,SF,30,0,0,0,0,7,0.29,0.09,1,normal,?
tcp,Z39_50,S0,0,0,0,0,0,203,0.07,0,-1,neptune,?
tcp,smtp,SF,814,335,0,0,0,1,0,0.01,1,normal,?
tcp,name,REJ,0,0,0,0,0,213,0.07,0,-1,neptune,?
tcp,http,SF,337,10195,0,0,0,5,0,0.02,1,normal,?
tcp,ftp_data,SF,12,0,0,0,0,1,0,0.54,1,normal,?
tcp,ftp,SF,1263,2451,0,0,0,1,0,0,-1,warezclient,?
udp,domain_u,SF,43,137,0,0,0,69,0,0.01,1,normal,?
icmp,eco_i,SF,30,0,0,0,0,1,0,0.98,1,normal,?
tcp,http,SF,277,1942,0,0,0,14,0,0.01,1,normal,?
udp,domain_u,SF,44,44,0,0,0,134,0,0.01,1,normal,?
tcp,http,SF,241,255,0,0,0,1,0,1,1,normal,?
tcp,exec,S0,0,0,0,0,0,140,0.06,0,-1,neptune,?
tcp,ftp_data,SF,15722,0,0,0,0,22,0,1,1,normal,?
tcp,private,S0,0,0,0,0,0,115,0.08,0.02,-1,neptune,?
tcp,http,SF,54540,8314,0,0,0,3,0,0.01,-1,back,?
tcp,ftp_data,SF,748,0,0,0,0,1,0,0.16,1,normal,?
tcp,ftp_data,SF,245,0,0,0,0,2,0,0.83,1,normal,?
tcp,private,S0,0,0,0,0,0,279,0.06,0,-1,neptune,?
udp,private,SF,28,0,0,3,0,88,0,0.35,-1,teardrop,?
tcp,echo,S0,0,0,0,0,0,269,0.06,0,-1,neptune,?
tcp,mtp,S0,0,0,0,0,0,33,0.15,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,143,0.06,0,-1,neptune,?
tcp,supdup,S0,0,0,0,0,0,7,0.57,0,-1,neptune,?
tcp,smtp,SF,5281,328,0,0,0,1,0,0.07,1,normal,?
udp,ntp_u,SF,48,48,0,0,0,1,0,0.48,1,normal,?
tcp,discard,RSTO,0,0,0,0,0,177,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,54,0.06,0,-1,neptune,?
udp,domain_u,SF,43,71,0,0,0,315,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,114,0.06,0,-1,neptune,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.23,-1,smurf,?
tcp,http,SF,237,743,0,0,0,7,0,0.01,1,normal,?
tcp,telnet,S0,0,0,0,0,0,27,0.07,0.01,-1,neptune,?
tcp,http,REJ,0,0,0,0,0,1,0,0.06,1,normal,?
tcp,csnet_ns,S0,0,0,0,0,0,278,0.04,0,-1,neptune,?
tcp,http,SF,333,4023,0,0,0,5,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,203,0.07,0,-1,neptune,?
tcp,http,SF,218,761,0,0,0,3,0,0.03,1,normal,?
tcp,http,S0,0,0,0,0,0,2,0,0.67,1,normal,?
tcp,X11,REJ,0,0,0,0,0,4,0.5,0,-1,satan,?
tcp,smtp,SF,1518,342,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,255,3593,0,0,0,21,0,0,1,normal,?
tcp,private,RSTR,0,0,0,0,0,1,0,0.38,-1,portsweep,?
tcp,private,S0,0,0,0,0,0,49,0.12,0,-1,neptune,?
udp,private,SF,1,26,0,0,0,20,0.2,0.14,-1,satan,?
tcp,http,SF,312,1078,0,0,0,3,0,0.01,1,normal,?
udp,other,SF,516,4,0,0,0,244,0,1,1,normal,?
tcp,http,SF,286,1189,0,0,0,8,0,0.05,1,normal,?
tcp,uucp_path,REJ,0,0,0,0,0,142,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,132,0.06,0,-1,neptune,?
tcp,hostnames,REJ,0,0,0,0,0,147,0.08,0,-1,neptune,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.82,-1,smurf,?
tcp,http,SF,229,16818,0,0,0,12,0,0.02,1,normal,?
tcp,ctf,S0,0,0,0,0,0,194,0.08,0,-1,neptune,?
udp,other,SF,146,105,0,0,0,5,0.6,0.91,1,normal,?
tcp,smtp,SF,738,378,0,0,0,1,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,221,0.05,0,-1,neptune,?
tcp,http,SF,316,714,0,0,0,15,0,0.01,1,normal,?
udp,domain_u,SF,44,44,0,0,0,156,0,0.01,1,normal,?
tcp,daytime,S0,0,0,0,0,0,226,0.04,0,-1,neptune,?
tcp,ftp_data,SF,749,0,0,0,0,4,0,0.26,1,normal,?
tcp,sql_net,S0,0,0,0,0,0,197,0.06,0,-1,neptune,?
tcp,http,SF,203,3842,0,0,0,10,0,0.09,1,normal,?
udp,domain_u,SF,45,45,0,0,0,198,0,0,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.49,-1,smurf,?
udp,domain_u,SF,46,99,0,0,0,215,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,122,0.08,0,-1,neptune,?
tcp,http,SF,203,256,0,0,0,7,0,0.02,1,normal,?
tcp,discard,RSTO,0,0,0,0,0,124,0.06,0,-1,neptune,?
tcp,private,RSTR,1,0,0,0,0,2,0,1,-1,portsweep,?
udp,domain_u,SF,44,131,0,0,0,135,0.01,0,1,normal,?
tcp,iso_tsap,S0,0,0,0,0,0,216,0.07,0,-1,neptune,?
tcp,http,SF,249,17905,0,0,0,4,0,0,1,normal,?
tcp,http,SF,305,2019,0,0,0,25,0,0,1,normal,?
tcp,smtp,SF,625,327,0,0,0,1,0,0,1,normal,?
udp,private,SF,1,0,0,0,0,13,0.69,0.8,-1,satan,?
tcp,http,SF,349,343,0,0,0,19,0,0,1,normal,?
tcp,http,SF,193,762,0,0,0,4,0,0.06,1,normal,?
tcp,http,SF,305,3222,0,0,0,1,0,0,1,normal,?
tcp,ftp_data,SF,567,0,0,0,0,1,0,0.03,1,normal,?
tcp,private,RSTR,0,0,0,0,0,1,0,0.53,-1,portsweep,?
tcp,netbios_dgm,S0,0,0,0,0,0,172,0.08,0,-1,neptune,?
tcp,netstat,RSTOS0,0,0,0,0,0,214,0.42,0.84,-1,portsweep,?
tcp,http,SF,219,997,0,0,0,29,0,0,1,normal,?
udp,domain_u,SF,44,127,0,0,0,93,0,0,1,normal,?
udp,private,SF,105,147,0,0,0,10,0.2,0,1,normal,?
tcp,http,SF,178,437,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,229,1322,0,0,0,21,0,0,1,normal,?
tcp,http,REJ,0,0,0,0,0,17,0,0.04,1,normal,?
tcp,link,S0,0,0,0,0,0,232,0.07,0,-1,neptune,?
tcp,whois,S0,0,0,0,0,0,275,0.06,0,-1,neptune,?
tcp,private,RSTR,1,0,0,0,0,2,0,1,-1,portsweep,?
tcp,ldap,S0,0,0,0,0,0,119,0.07,0,-1,neptune,?
tcp,http,SF,232,3222,0,0,0,3,0,0,1,normal,?
udp,domain_u,SF,45,131,0,0,0,67,0,0,1,normal,?
tcp,http,SF,274,10251,0,0,0,3,0,0,1,normal,?
tcp,ftp,RSTO,0,0,0,0,0,250,0.06,0,-1,neptune,?
tcp,whois,S0,0,0,0,0,0,296,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,244,0.05,0.01,-1,neptune,?
tcp,courier,S0,0,0,0,0,0,98,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,246,0.06,0,-1,neptune,?
tcp,telnet,SF,284,1726,0,0,0,1,0,0,1,normal,?
tcp,smtp,SF,2543,448,0,0,0,1,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,133,0.06,0,-1,neptune,?
tcp,private,RSTR,0,0,0,0,0,1,0,0.43,-1,portsweep,?
tcp,http,SF,321,253,0,0,0,21,0,0.01,1,normal,?
tcp,http,SF,227,2367,0,0,0,13,0,0,1,normal,?
tcp,login,S0,0,0,0,0,0,126,0.06,0,-1,neptune,?
tcp,http,SF,284,5048,0,0,0,1,0,1,1,normal,?
tcp,name,REJ,0,0,0,0,0,248,0.06,0,-1,neptune,?
tcp,http,SF,207,10148,0,0,0,16,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,274,0.07,0,-1,neptune,?
tcp,other,REJ,0,0,0,0,0,511,1,0,-1,satan,?
tcp,http,SF,310,5467,0,0,0,6,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,291,0.05,0,-1,neptune,?
udp,domain_u,SF,44,137,0,0,0,81,0.02,0,1,normal,?
tcp,http,SF,223,1425,0,0,0,4,0,0.01,1,normal,?
tcp,http,SF,210,2511,0,0,0,10,0,0.03,1,normal,?
tcp,private,S0,0,0,0,0,0,238,0.05,0,-1,neptune,?
tcp,smtp,SF,1322,331,0,0,0,1,0,0.01,1,normal,?
tcp,auth,S0,0,0,0,0,0,283,0.04,0,-1,neptune,?
tcp,supdup,S0,0,0,0,0,0,259,0.06,0,-1,neptune,?
tcp,http,SF,332,1721,0,0,0,33,0,0.01,1,normal,?
tcp,http,SF,304,744,0,0,0,7,0,0,1,normal,?
tcp,http,SF,199,844,0,0,0,8,0,0,1,normal,?
udp,other,SF,145,105,0,0,0,4,0.5,0.82,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.25,1,normal,?
tcp,rje,REJ,0,0,0,0,0,1,0,0.02,-1,ipsweep,?
tcp,http,SF,320,14763,0,0,0,19,0,0.01,1,normal,?
icmp,eco_i,SF,30,0,0,0,0,1,0,1,1,normal,?
icmp,eco_i,SF,18,0,0,0,0,1,0,1,-1,ipsweep,?
tcp,time,RSTO,0,0,0,0,0,144,0.07,0,-1,neptune,?
tcp,ftp_data,S1,13140,0,0,0,0,3,0,0.05,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,SF,356,554,0,0,0,1,0,0.05,1,normal,?
tcp,smtp,SF,748,387,0,0,0,1,0,0,1,normal,?
tcp,http,SF,54540,8314,0,0,0,5,0,0.01,-1,back,?
udp,domain_u,SF,44,129,0,0,0,310,0.01,0,1,normal,?
tcp,private,S0,0,0,0,0,0,69,0.07,0.01,-1,neptune,?
udp,domain_u,SF,43,43,0,0,0,86,0,0.01,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,telnet,S0,0,0,0,0,0,297,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,267,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,94,0.07,0,-1,neptune,?
tcp,http,SF,317,2006,0,0,0,7,0,0,1,normal,?
tcp,bgp,S0,0,0,0,0,0,227,0.07,0,-1,neptune,?
tcp,http,SF,249,290,0,0,0,16,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,52,0.1,0,-1,neptune,?
tcp,http,SF,243,387,0,0,0,31,0,0.01,1,normal,?
udp,domain_u,SF,45,78,0,0,0,238,0.01,0,1,normal,?
tcp,http_443,S0,0,0,0,0,0,135,0.05,0,-1,neptune,?
tcp,private,RSTOS0,0,0,0,0,0,182,0.4,0.71,-1,portsweep,?
udp,other,SF,147,105,0,0,0,1,0,0.99,1,normal,?
tcp,http,SF,306,1041,0,0,0,18,0,0.01,1,normal,?
tcp,http,SF,229,398,0,0,0,6,0,0.04,1,normal,?
udp,private,SF,1,0,0,0,0,27,0.11,0.99,-1,satan,?
udp,private,SF,105,145,0,0,0,1,0,0.01,1,normal,?
tcp,courier,S0,0,0,0,0,0,148,0.05,0,-1,neptune,?
tcp,http,SF,295,770,0,0,0,15,0,0,1,normal,?
tcp,http,SF,284,2358,0,0,0,1,0,0.17,1,normal,?
tcp,http,SF,211,1281,0,0,0,13,0,0.08,1,normal,?
tcp,private,S0,0,0,0,0,0,215,0.07,0,-1,neptune,?
tcp,http,SF,237,952,0,0,0,22,0,0.04,1,normal,?
tcp,http,SF,222,731,0,0,0,7,0,0.01,1,normal,?
tcp,ftp_data,SF,768,0,0,0,0,16,0,0.36,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.04,1,normal,?
udp,domain_u,SF,32,92,0,0,0,1,0,0.64,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.14,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.44,-1,smurf,?
tcp,http,SF,360,3063,0,0,0,3,0,0.07,1,normal,?
tcp,http,SF,317,2276,0,0,0,10,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,227,0.07,0,-1,neptune,?
tcp,smtp,SF,1194,333,0,0,0,1,0,0.01,1,normal,?
udp,domain_u,SF,44,44,0,0,0,3,0.67,0.02,1,normal,?
tcp,http,SF,202,5799,0,0,0,28,0,0.01,1,normal,?
tcp,http,SF,295,2727,0,0,0,21,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,243,0.07,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,135,0.06,0,-1,neptune,?
udp,private,SF,1,0,0,0,0,7,0,0.04,-1,satan,?
tcp,smtp,SF,1378,328,0,0,0,1,0,0.01,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.04,-1,smurf,?
tcp,http,SF,188,2057,0,0,0,3,0,0.02,1,normal,?
tcp,private,REJ,0,0,0,0,0,20,1,0.01,-1,satan,?
udp,domain_u,SF,44,135,0,0,0,317,0,0,1,normal,?
tcp,smtp,S1,926,258,0,0,0,1,0,0.01,1,normal,?
icmp,eco_i,SF,30,0,0,0,0,1,0,1,1,normal,?
tcp,smtp,SF,1254,404,0,0,0,1,0,0.06,1,normal,?
tcp,whois,S0,0,0,0,0,0,224,0.06,0,-1,neptune,?
tcp,smtp,SF,731,332,0,0,0,1,0,0.05,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,ssh,S0,0,0,0,0,0,81,0.05,0,-1,neptune,?
tcp,http,REJ,0,0,0,0,0,2,1,0,1,normal,?
tcp,http,SF,171,1074,0,0,0,2,0,0.5,1,normal,?
icmp,ecr_i,SF,18,0,0,0,0,1,0,1,-1,ipsweep,?
tcp,http,SF,230,818,0,0,0,8,0,0.01,1,normal,?
tcp,ftp_data,SF,748,0,0,0,0,1,0,0.03,1,normal,?
tcp,telnet,S1,89,2832,0,0,0,1,0,0.01,1,normal,?
udp,domain_u,SF,45,74,0,0,0,131,0,0.01,1,normal,?
tcp,private,RSTR,1,0,0,0,0,2,0,1,-1,portsweep,?
tcp,http,SF,191,940,0,0,0,5,0,0.01,1,normal,?
tcp,uucp,S0,0,0,0,0,0,124,0.06,0,-1,neptune,?
tcp,domain,S0,0,0,0,0,0,270,0.07,0,-1,neptune,?
udp,domain_u,SF,46,46,0,0,0,140,0,0.01,1,normal,?
tcp,http,SF,297,2007,0,0,0,12,0,0.02,1,normal,?
tcp,csnet_ns,S0,0,0,0,0,0,114,0.1,0,-1,neptune,?
tcp,http,SF,229,4239,0,0,0,9,0,0.03,1,normal,?
tcp,ftp,SF,1483,4152,0,0,0,1,0,0.02,1,normal,?
tcp,http_443,S0,0,0,0,0,0,103,0.06,0,-1,neptune,?
tcp,bgp,S0,0,0,0,0,0,202,0.05,0.01,-1,neptune,?
tcp,private,S0,0,0,0,0,0,280,0.06,0,-1,neptune,?
tcp,supdup,RSTR,0,0,0,0,0,1,0,0.74,-1,portsweep,?
tcp,http,SF,223,6727,0,0,0,6,0,0.17,1,normal,?
tcp,telnet,SF,645,23354,0,0,0,1,0,0,1,normal,?
tcp,other,REJ,0,0,0,0,0,511,1,0,-1,satan,?
tcp,http,SF,54540,8314,0,0,0,2,0,0.01,-1,back,?
tcp,smtp,SF,1105,331,0,0,0,1,0,0.01,1,normal,?
tcp,ftp,S0,0,0,0,0,0,278,0.06,0,-1,neptune,?
tcp,http,SF,334,511,0,0,0,19,0,0,1,normal,?
udp,private,SF,1,0,0,0,0,15,0.33,0.4,-1,satan,?
tcp,http,REJ,0,0,0,0,0,1,0,1,1,normal,?
tcp,private,REJ,0,0,0,0,0,147,0.06,0,-1,neptune,?
tcp,http,SF,203,25948,0,0,0,12,0,0.01,1,normal,?
tcp,daytime,S0,0,0,0,0,0,182,0.07,0,-1,neptune,?
udp,domain_u,SF,45,45,0,0,0,261,0.01,0,1,normal,?
tcp,sql_net,REJ,0,0,0,0,0,232,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,128,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,48,0.08,0,-1,neptune,?
tcp,smtp,SF,1623,332,0,0,0,1,0,0.01,1,normal,?
tcp,smtp,SF,1241,400,0,0,0,1,0,0,1,normal,?
udp,private,SF,105,146,0,0,0,5,0.4,0,1,normal,?
tcp,supdup,S0,0,0,0,0,0,284,0.05,0,-1,neptune,?
udp,domain_u,SF,42,42,0,0,0,197,0,0,1,normal,?
tcp,telnet,RSTO,126,179,0,0,0,1,0,0.04,-1,guess_passwd,?
tcp,finger,S0,0,0,0,0,0,137,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,257,0.06,0,-1,neptune,?
udp,domain_u,SF,45,127,0,0,0,69,0,0,1,normal,?
udp,domain_u,SF,44,132,0,0,0,70,0,0,1,normal,?
tcp,ftp_data,SF,12983,0,0,0,0,2,0,0.3,1,normal,?
tcp,http,RSTO,0,0,0,0,0,8,0,0.02,1,normal,?
tcp,ftp_data,SF,1030,0,0,0,0,11,0,0.43,1,normal,?
udp,domain_u,SF,46,46,0,0,0,88,0,0.01,1,normal,?
tcp,courier,REJ,0,0,0,0,0,100,0.06,0,-1,neptune,?
tcp,http,SF,305,1219,0,0,0,4,0,0.01,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
udp,private,SF,105,147,0,0,0,2,0,0,1,normal,?
tcp,ftp,SF,1487,4152,0,0,0,1,0,0.01,1,normal,?
tcp,ctf,S0,0,0,0,0,0,273,0.05,0,-1,neptune,?
tcp,Z39_50,S0,0,0,0,0,0,208,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,RSTO,0,0,0,0,0,179,0.07,0,-1,neptune,?
tcp,http,SF,290,1148,0,0,0,15,0,0.03,1,normal,?
tcp,private,S0,0,0,0,0,0,120,0.06,0,-1,neptune,?
udp,private,SF,1,0,0,0,0,23,0.22,0.71,-1,satan,?
tcp,smtp,SF,730,326,0,0,0,1,0,0.1,1,normal,?
tcp,netbios_ssn,REJ,0,0,0,0,0,147,0.07,0,-1,neptune,?
tcp,other,REJ,0,0,0,0,0,340,1,0,-1,satan,?
tcp,shell,S0,0,0,0,0,0,120,0.07,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,1,0,0.21,-1,portsweep,?
tcp,http,REJ,0,0,0,0,0,1,0,0.5,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,Z39_50,S0,0,0,0,0,0,292,0.05,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,149,0.06,0,-1,neptune,?
udp,other,SF,1,0,0,0,0,159,0.04,1,-1,satan,?
tcp,http,SF,297,27084,0,0,0,3,0,0,1,normal,?
tcp,ldap,REJ,0,0,0,0,0,147,0.05,0,-1,neptune,?
udp,domain_u,SF,45,45,0,0,0,150,0,0.01,1,normal,?
tcp,finger,SF,10,218,0,0,0,1,0,0.06,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
udp,domain_u,SF,45,80,0,0,0,250,0,0,1,normal,?
tcp,other,REJ,0,0,0,0,0,509,1,0,-1,satan,?
tcp,smtp,SF,1137,335,0,0,0,1,0,0.17,1,normal,?
udp,domain_u,SF,44,80,0,0,0,73,0,0,1,normal,?
udp,domain_u,SF,46,46,0,0,0,187,0,0,1,normal,?
tcp,uucp,RSTO,0,0,0,0,0,107,0.07,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,292,0.06,0,-1,neptune,?
udp,domain_u,SF,46,135,0,0,0,68,0,0,1,normal,?
tcp,X11,SF,18828976,33116,0,0,0,1,0,0.03,1,normal,?
tcp,http,SF,247,1170,0,0,0,16,0,0.03,1,normal,?
tcp,http,S0,0,0,0,0,0,2,0,0.67,1,normal,?
tcp,http,SF,330,1541,0,0,0,1,0,0.01,1,normal,?
tcp,finger,S0,0,0,0,0,0,40,0.1,0.01,-1,neptune,?
tcp,ftp_data,SF,2194619,0,0,0,0,1,0,0.52,1,normal,?
tcp,private,REJ,0,0,0,0,0,144,0.06,0,-1,neptune,?
tcp,smtp,SF,1652,392,0,0,0,1,0,0.17,1,normal,?
tcp,http,SF,195,3060,0,0,0,13,0,0.08,1,normal,?
tcp,ftp_data,S0,0,0,0,0,0,291,0.06,0,-1,neptune,?
tcp,http,SF,216,2188,0,0,0,10,0,0.02,1,normal,?
tcp,http,SF,232,9598,0,0,0,1,0,0.01,1,normal,?
tcp,ftp_data,SF,22,0,0,0,0,1,0,0.11,1,normal,?
tcp,http,SF,188,3371,0,0,0,3,0,0.33,1,normal,?
tcp,http_443,S0,0,0,0,0,0,206,0.07,0,-1,neptune,?
tcp,systat,S0,0,0,0,0,0,231,0.06,0,-1,neptune,?
icmp,ecr_i,SF,1032,0,0,0,0,442,0,1,-1,smurf,?
tcp,private,REJ,0,0,0,0,0,72,0.07,0,-1,neptune,?
tcp,http,SF,333,628,0,0,0,3,0,0.02,1,normal,?
tcp,private,REJ,0,0,0,0,0,2,1,0.54,-1,portsweep,?
icmp,ecr_i,SF,1032,0,0,0,0,48,0,1,-1,smurf,?
tcp,netbios_ns,S0,0,0,0,0,0,99,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,204,1,0,-1,satan,?
tcp,http,SF,341,1539,0,0,0,10,0,0,1,normal,?
tcp,http,SF,237,294,0,0,0,8,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,130,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,137,0.07,0,-1,neptune,?
udp,domain_u,SF,43,131,0,0,0,94,0,0,1,normal,?
tcp,hostnames,S0,0,0,0,0,0,210,0.07,0,-1,neptune,?
tcp,http,SF,218,468,0,0,0,2,0,0.06,1,normal,?
tcp,http,S0,0,0,0,0,0,192,0.06,0,-1,neptune,?
tcp,http,SF,327,2169,0,0,0,8,0,0,1,normal,?
udp,private,SF,28,0,0,3,0,50,0,0.41,-1,teardrop,?
tcp,ftp_data,SF,637,0,0,0,0,6,0,0.41,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,320,0,0.58,-1,smurf,?
tcp,http,SF,247,236,0,0,0,3,0,0.17,1,normal,?
udp,domain_u,SF,43,43,0,0,0,219,0,0,1,normal,?
icmp,ecr_i,SF,1480,0,0,1,0,1,0,1,-1,pod,?
tcp,uucp,S0,0,0,0,0,0,142,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,225,0.07,0,-1,neptune,?
